id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,2.099095662303689e-15,5.8834006426194876e-15,3.473972527766829e-22,1.8928470571746478e-16,3.014621768903693e-14,3.844249137768818e-12,1.1177342398172652e-22,3.3044386886148517e-19,2.158189127627122e-16,3.516469450695614e-12,1.312025748462231e-11,1.003013240218624e-21,3.338003320407508e-17,4.911055338277561e-17,3.58446115128995e-14,9.921592313929975e-16,5.768188704458055e-10,9.515916134799438e-23,1.7593347594131096e-15,1.4834896212421814e-20,6.514648304319082e-13,2.1174375255017704e-14,2.7568842967241967e-15,1.569044162366111e-18,7.178700516973375e-20,1.5033978516393716e-16,1.12676075067486e-11,2.0919323576083185e-16,4.346601151301453e-20,6.276397920278302e-18,2.567177224871029e-25,3.2222982060403638e-09,7.201210461271756e-11,6.844735889188769e-10,1.3173966656264205e-19,1.97778967682416e-12,3.35769617468668e-17,4.891166382032787e-23,2.1604906177887656e-13,2.0901594696732397e-18,1.466769975626754e-22,8.807625446029602e-14,9.18059412738652e-16,1.4524043136717e-23,2.0828085783852757e-11,1.0605037126336562e-16,1.1112656750356109e-07,6.143920350448126e-21,1.3154884633508373e-19,1.7910327440026153e-15,6.735856797727922e-17,0.9999982118606567,5.7788384517635216e-21,1.94276040567376e-12,1.463309616707431e-12,2.017078060134736e-09,1.1497195417931039e-09,5.8896475343093825e-21,2.64851341418174e-20,2.691766415442536e-16,3.449276715199325e-16,4.005310064056312e-15,5.053919356232819e-17,9.142845839394336e-17,3.4732104836621147e-07,1.269759850649338e-13,4.534745381935476e-14,6.164287697724537e-24,1.2268355724859832e-17,1.1113560635410072e-16,1.5653203606845197e-17,5.3955417774965584e-20,3.8637513327666184e-12,3.154482788301488e-23,8.365026360479533e-08,6.852162215409408e-08,5.083392410211316e-22,4.625115828521542e-12,2.6747606796106993e-08,6.76277730287552e-20,4.85809146816979e-13,1.541760860325491e-21,4.351158843775199e-22,1.0565418051555753e-06,4.132648356858226e-08,1.9251372890610607e-22,3.8393382996258986e-24,4.324576404581045e-25,2.6255024820898143e-09,1.4157116414230333e-21,6.829902621843287e-19,7.37189629951068e-15,7.011955251896434e-19,1.664021741748609e-15,2.4100388979439273e-18,4.78316051835446e-19,5.6171460012072744e-24,5.540319314434328e-10,5.5074062378139907e-17
7,2.040636836415986e-15,5.1347242294641146e-14,2.946514560120406e-11,2.986668690141414e-09,6.939205585562038e-17,1.3925690570300298e-13,1.2059195308999904e-10,1.936713305326172e-16,1.923328331874982e-16,4.925406061637519e-16,5.111162446650112e-19,6.525093286959973e-19,3.566445776941388e-15,3.941659085020618e-16,3.2642622202063245e-16,2.4424632103078533e-14,2.613898411903652e-16,5.401706859586852e-12,7.64883324515944e-18,1.2741095289925397e-08,9.819760490998736e-18,8.708102208749126e-16,4.763164461021756e-19,4.139418249496244e-17,2.328843767186202e-16,4.0371961958392266e-16,3.95160380112225e-12,1.4080884028211393e-11,1.5067595301923994e-18,1.9976709578176137e-18,2.4864216791715098e-14,6.93101141530008e-15,2.0071756756667725e-12,3.830673747605316e-17,7.075858128591239e-12,2.600081213834936e-19,9.478832225795486e-07,1.0633055986261977e-13,1.6923218035258536e-11,5.105590603071697e-11,1.2795708936863548e-10,5.313961493058628e-10,2.2646297337391985e-10,1.7732766210282191e-12,1.0705522704218193e-13,5.225926713592344e-08,7.472357776988855e-19,7.276396445377031e-07,5.683741170314609e-14,1.398600784735477e-17,0.9999973773956299,1.1727245270118673e-15,2.3564598894149774e-14,9.285264106261102e-16,2.1432168038448655e-14,1.2126223636332867e-10,1.5898306817639765e-16,1.1420640128045889e-10,3.185472507993836e-08,3.2034423724791594e-11,5.1496276860796275e-12,2.2566011423840945e-14,1.677139959378418e-17,4.9837443200084763e-11,1.0574604158984001e-17,5.673824256798921e-16,5.764646835172671e-16,5.226541855557487e-13,3.7576480815815216e-10,6.1511877902376e-07,7.055977287108623e-20,3.0656366998443353e-16,2.2732893855108988e-14,6.816685049068562e-16,6.434252829077282e-20,3.097799864340561e-16,8.638585846654223e-09,6.122205064955366e-13,8.109385440311897e-16,1.8350663870403405e-13,9.793098474622682e-16,1.0045722066698293e-11,1.0298986552470524e-07,2.4358095401799673e-11,8.729698630638438e-10,5.7740593556454556e-11,8.613950346200369e-14,1.1646842779100552e-07,1.2429966550627686e-18,9.39548135472923e-13,5.257998355288895e-13,1.4964111797832833e-15,1.8999321496683547e-19,9.958258969567192e-22,1.5763693683723545e-09,2.418360650624507e-12,2.578663393926206e-10,1.8216593377929627e-15,4.469389268402235e-13
9,1.9252988092688383e-10,0.9999921321868896,1.656760191819269e-14,3.134062138905906e-15,7.520036888308823e-06,4.4987637747018194e-12,2.943007166092415e-14,7.324219009063881e-10,1.6507524946973717e-07,3.223976818844676e-08,2.85881908423935e-12,3.479360444202939e-08,3.2007181193643985e-12,1.2907551546689766e-12,2.057404940858376e-10,1.9521016747514608e-12,4.327624125721741e-08,4.786625536581414e-16,1.7000269735781975e-13,2.1073803813109748e-10,2.968204848574629e-11,6.216730553737157e-14,2.775751111486471e-19,1.7566341007399077e-16,1.4285794644956238e-17,1.360739185175472e-13,1.510142766392164e-08,5.389587304932398e-19,1.4008367201056568e-16,4.5841125320382215e-18,5.695979462325541e-16,1.2380225616134973e-16,5.788106972881568e-12,5.235933214775557e-13,3.9773974859415055e-20,2.40339192991712e-10,1.6902206627130867e-17,1.772635717783844e-15,1.9407412116881622e-16,8.527835555771635e-14,2.9986292468760277e-16,3.5437690108774955e-13,5.379345841147675e-16,3.021108442504973e-17,9.504371031518466e-13,9.68981140938339e-17,2.5820539435538305e-15,4.840221105861797e-13,4.967606326289342e-10,5.0279343188908143e-11,2.841961132979366e-15,5.394511966068263e-16,4.545875479565692e-16,3.4239722602330547e-13,3.198885655062572e-13,5.85323059958771e-16,5.788861057176575e-11,3.489329991599225e-15,1.4122976052775995e-16,5.716244725588601e-16,1.5647073616171028e-14,1.3070533976217832e-17,4.6473648497233344e-15,8.059825593390024e-13,8.695216074938728e-11,2.46816185111437e-13,3.8546826185625535e-15,2.5778184231298956e-18,7.138062451797746e-17,2.5858490746740034e-15,1.9964367514041254e-15,5.941988302218468e-14,9.93622904325853e-16,3.992266586760884e-11,9.938452838476053e-11,7.32125124414118e-12,2.764754185716255e-16,1.870079747523859e-13,9.651137528043918e-12,1.0072186442243021e-18,9.549329209324053e-12,4.028217381900535e-18,3.486745283795568e-17,4.2283701767818066e-14,2.0494219168942784e-11,4.821072985272679e-10,1.0816117075047844e-16,4.323945647605014e-15,1.1107829472846095e-13,6.961299592322945e-12,2.266057317622079e-17,2.9205192951520242e-12,9.840016307197455e-14,4.60091546024971e-13,4.252166110538247e-13,8.854664224067221e-11,1.0427492568583283e-18,1.154019154542274e-12,9.707189008167916e-08
12,2.11883744057062e-12,0.00023122510174289346,1.1696283590094392e-13,1.064238432622877e-12,1.0450406815951108e-12,3.6733119004899633e-16,3.6933174669684377e-06,2.955427760298335e-07,3.0136263262647844e-07,2.1690782503469563e-10,1.233572859313554e-16,2.682545527932234e-07,1.798232801775157e-06,5.138426422490738e-05,4.0904112097450707e-08,6.893204323316082e-12,5.011164145316341e-14,2.9445262043736875e-05,8.0161535825988e-16,0.9973638653755188,6.316276494888751e-12,1.0249565191642514e-16,9.649240516443379e-17,2.0224516346084773e-17,5.199386385844329e-15,4.366294700929328e-16,1.5149719256868366e-09,4.818614794625657e-16,1.8144558288110997e-18,1.4876375132539498e-17,3.208143657413426e-13,2.982657117166568e-17,9.635433943777638e-12,4.4222546631556003e-13,1.066497364090542e-17,3.421437548019714e-15,1.0082764484442563e-10,1.5684013809913466e-10,3.654975119489565e-15,1.7468592346494747e-15,9.823334637046321e-13,3.941835018395068e-07,2.4850807413127115e-15,2.718625936079088e-14,4.114097257312821e-11,2.175628982525879e-10,9.366645178948723e-17,0.001504037412814796,6.503174972749548e-06,1.9961046975481428e-13,1.100500801598514e-09,3.2066569653014376e-17,4.882295262520486e-11,1.1171837109927307e-12,5.809255295944227e-16,4.8190033709902096e-15,1.1086064622453217e-15,8.439511312019476e-09,1.0162882979614096e-08,9.217719903337196e-13,1.582511552356003e-11,5.864174426566455e-19,1.277203603294863e-11,2.1500985436517794e-09,1.610879974604882e-14,7.774692348250234e-13,3.050188671770989e-16,3.2862421551344e-12,6.36808941218087e-15,8.546418103381678e-14,1.5168924099781127e-16,2.0520922201089364e-13,1.377925537673612e-16,4.305028902806818e-11,3.0669097903640585e-15,1.3440106825726847e-15,6.562472462147417e-14,1.5931835928642557e-12,4.0162307073793313e-13,1.2252768244458423e-12,4.812764942130343e-08,6.048726515321678e-13,9.888171170757687e-09,2.22213997961955e-13,2.5988596691339794e-11,8.208351573557593e-06,4.879139453572989e-11,8.581914623384534e-10,2.9798722316546733e-16,1.508505320657605e-08,4.244277222597182e-16,4.4684478339718225e-09,6.801333720394057e-14,2.0231917269991628e-14,8.392291420022957e-06,0.0007788071525283158,6.398505179470645e-14,1.6692781868148793e-13,1.134394551627338e-05
13,3.8691229040099806e-13,6.800626034531021e-11,2.888415178867725e-20,2.4670803941061833e-19,2.3796886336469036e-11,8.341260180227169e-17,6.605771702208885e-13,4.783701646610128e-13,1.1840719338351846e-07,1.0017851131971511e-10,7.499976151465002e-15,2.6461625566298608e-06,3.374590190619031e-11,1.6384056333862418e-09,0.9999957084655762,3.2785219139942322e-15,6.1005027696126035e-09,6.160777590120611e-14,2.0711119451399806e-12,1.280081726381943e-13,6.265281349282503e-11,1.4262308867715538e-19,1.1631607309439782e-16,3.5896084293106837e-19,1.0551548716253127e-15,1.7422312980885834e-17,6.903456695184218e-10,9.9271515663183e-20,2.1538132667064856e-19,3.666174738656907e-21,1.4984277276230649e-19,3.963960970866347e-20,1.8457654421768444e-18,5.011904113299062e-15,3.023198726297307e-22,4.506345817334445e-12,4.101092655610947e-17,3.9994943623102437e-17,1.9198716433567963e-17,2.627593943788853e-21,1.660268618168664e-17,4.5278803493045694e-14,1.9612339878767767e-19,6.149618015743831e-16,6.009655392682361e-14,1.3827624680337097e-18,3.9105756228343454e-16,7.888229132391178e-12,2.6691615584439887e-09,2.4243547169788826e-09,2.3271769072620404e-18,8.851291143248996e-17,7.301710408347359e-16,7.500837245159181e-14,3.3964621181710698e-18,1.6037501793269984e-19,2.368441678673658e-14,3.759933936599161e-15,4.2035894655802295e-16,7.433488353209835e-17,9.227409638381265e-16,7.310893026147299e-20,1.2629502478544996e-13,6.947684073020655e-13,3.6648669396541905e-14,1.3417853053358434e-17,3.1348488207556683e-16,1.6419330431975992e-18,4.29734181880971e-21,1.0513923636813183e-18,3.5087619862004225e-16,1.625768443480613e-11,5.984855218251843e-18,1.0641702498587549e-13,7.520528470805754e-12,8.782758591577289e-14,2.1898612032654813e-18,3.388470060095017e-11,1.2013529927801248e-11,1.7015219351140312e-17,1.2858097919732359e-10,5.809527902620876e-20,1.2455549609156338e-15,3.448442228927602e-14,1.0757406521556129e-14,9.184396034770271e-15,5.493795808015043e-17,2.1203416358640746e-18,3.5294927787712926e-14,3.010405076261935e-12,2.8693075652116913e-19,3.4513729652019265e-09,1.3733449158437588e-14,5.2614954060281605e-11,1.0924150717047179e-13,1.4971607242841856e-06,6.628242192357453e-19,7.1439759490032895e-12,3.2414790795097514e-13
16,2.8563238174683647e-07,1.4454086538773225e-10,6.632180316046288e-08,0.9754427671432495,6.561717315334281e-12,7.481016132092344e-13,1.1334534519846784e-06,1.5770253014579794e-07,1.3640767404510257e-09,1.0476852675342374e-12,7.66649232986083e-09,6.459768830957557e-11,8.309380064019933e-06,2.2461146276242516e-09,6.24350363076509e-11,3.169411608161532e-11,1.472934513073454e-12,7.10061940480955e-05,1.652623353720628e-07,2.4527384084649384e-05,4.349922852475707e-11,6.796466601316498e-12,1.2012085933137823e-13,1.3857353849469622e-12,8.654214234127267e-09,6.461151613734728e-10,4.607312753535098e-09,5.068761765869567e-08,1.521112229230237e-11,4.765289793079615e-14,7.201253993116552e-07,1.7538058783017618e-09,3.604119456213084e-07,3.112048119202626e-11,6.742206792864636e-10,3.770564589722358e-12,4.971531666342344e-07,3.9398193041328966e-10,3.8461005213985544e-11,8.424085873315335e-10,3.039620111167096e-08,1.8664795788936317e-06,1.823534745426514e-08,6.177979230415076e-05,1.0194463584412006e-06,0.00011151319631608203,1.7123410328556687e-11,2.959412313430221e-06,1.9617178992348272e-08,2.0577536119503748e-08,0.0002901250554714352,6.983818905126338e-12,3.2136023946804926e-05,2.7579609707117925e-09,4.772626738258623e-12,3.650208135752564e-09,1.7963764156747608e-12,6.544335633407172e-07,0.0029404819943010807,9.090866254224395e-11,0.000290007796138525,9.791877378373393e-12,1.7849735911568132e-07,3.843200424569204e-09,9.440315716646719e-12,1.9094932213192806e-07,7.092029047361947e-11,1.514510183930895e-09,9.961622708942741e-07,8.274601896118838e-06,5.777703890406244e-14,4.487724081236877e-10,1.015829130882051e-12,2.1641685066242644e-07,4.042776110082559e-14,2.34279373678703e-10,2.5447150164836785e-07,2.3522053749225336e-10,1.427700595550349e-13,8.937865345615137e-07,3.964812419349206e-12,6.694324838463217e-05,3.028990249731578e-07,5.059698438003579e-09,1.6979447847731421e-09,0.0002708144602365792,0.018678078427910805,2.1008033002090087e-07,2.7023172653566074e-13,3.1622294045519084e-05,4.0227686781690863e-07,1.4827206541667692e-05,1.1496102958474808e-09,1.8938276294400147e-11,0.0016327889170497656,1.2348448308330262e-06,2.6521372546994826e-06,2.2799598653477915e-08,6.4024275161500555e-06
19,2.2313328962297874e-09,1.4087779337187967e-12,2.4359497752257653e-10,0.9999972581863403,3.733968565117554e-15,4.343475262753383e-15,5.052213855605281e-11,2.8411236037417797e-12,2.5826118587451985e-13,3.228646284719294e-15,5.7724290625227326e-11,1.144217421413787e-15,2.7630187915406168e-08,5.3802716269832004e-14,2.3439783930690643e-15,2.6569685443759636e-14,3.3447465497005993e-15,1.1934374322120078e-10,1.2363991774844152e-11,2.7325364193586665e-09,2.4867655677718314e-12,1.9586635373498862e-13,8.565992910384761e-18,1.6328174164310927e-13,4.942882908531843e-12,3.429220449269188e-12,3.1740319465616007e-13,8.244991603519047e-13,3.0275088669763986e-14,1.5964069132175609e-15,1.0801135680305052e-10,6.25934304387954e-11,4.669491460163044e-09,3.338973046077172e-14,2.179677337059427e-13,4.613278655739045e-16,2.579986779771559e-10,1.1441100887868427e-12,2.9650325163860236e-12,3.937342674120714e-10,1.9737920878889342e-13,1.4021193983637659e-08,3.746149169949614e-13,7.178524996653834e-10,2.865708538524192e-11,8.77277059885273e-08,1.7843089202343454e-13,1.169928043331936e-10,1.4079512729303634e-11,9.471441778661008e-14,5.174540547159268e-07,8.624700888366921e-14,7.58468488015751e-09,1.0470153390118586e-11,8.290091703389013e-13,1.6084539256056019e-09,1.3735461708720264e-14,2.795892206988726e-12,6.367713911714645e-09,1.4343642376277166e-13,7.906697874204838e-07,3.6461490361791755e-15,1.5504421748205321e-12,1.8337987175314797e-14,8.252775497491135e-14,3.6610405373949106e-08,4.2968859095555544e-15,5.034618572329107e-15,1.531011264432891e-07,1.148876771495111e-09,3.560419283105461e-17,4.339287447158863e-14,7.930238501363204e-16,4.7292105940979073e-14,9.290289129220688e-17,4.0020422956490997e-13,4.207924286792064e-10,5.6264011055436394e-14,3.612048588218571e-17,4.830792210697155e-09,9.477937631981854e-16,7.154839831713389e-09,4.417767800884986e-12,2.2897883675959685e-12,1.7072131208717423e-10,1.671760543331402e-07,1.2492966661170612e-08,1.4514320301195482e-10,1.950368634488769e-17,3.933476877548969e-10,9.112398335897609e-11,7.980837102294913e-10,1.0734208660823086e-13,1.2019604197577652e-14,8.91023717031203e-07,2.387333386533186e-12,1.062132048978981e-09,6.4465871876806524e-12,5.146848636172763e-08
23,2.0180851135909324e-16,1.2112450528244806e-13,2.994756109764296e-10,1.7920394335124712e-11,1.3025993478299469e-11,3.741189402717282e-06,1.0935266026024237e-08,3.570897358595683e-15,7.317078398424635e-18,1.3005579686115043e-12,7.203970879516992e-17,6.489652565333515e-13,1.0338163514436334e-16,6.434616565704349e-14,7.918355820253308e-17,6.568550361407688e-07,5.456330440607771e-19,8.061028752869622e-15,1.2629880474790411e-10,8.496084044629093e-12,3.4477019763418104e-12,3.018226779616384e-10,9.549512569595464e-11,5.9508238337002695e-09,4.654005536508521e-08,1.18367371459982e-10,4.743425268084669e-16,3.424393608302337e-14,0.9999706745147705,2.083432991639711e-05,2.158342340408126e-06,6.978767132866277e-15,1.0566743036122261e-09,8.600861689522787e-11,2.160227378922297e-11,1.291265427916244e-10,6.725462607616237e-14,4.1141450246584554e-09,2.600308640285376e-12,8.178278887438495e-11,2.902954366148548e-14,3.4019363348414603e-20,3.1060393146375986e-10,2.637129663946025e-12,1.2584318353006663e-13,5.233840636820024e-14,1.2089778336158829e-14,3.656487073300414e-14,1.1468606406652533e-16,4.142074227181478e-16,4.070026345841856e-15,1.4177707402182604e-12,2.1880606701496497e-11,1.1961338495201923e-13,1.838817466348619e-11,1.0208125189592465e-07,2.208171145934301e-12,7.274907672799591e-12,3.5455128928972145e-16,1.0329467858317953e-13,7.62965662870485e-11,2.2535484589525367e-09,3.999740209176261e-12,6.825086286063597e-13,7.418048922520903e-13,6.861781108591369e-12,1.1483527323497e-10,3.771154222231843e-10,1.0826568114241653e-10,1.6933013284869958e-06,6.398092722292859e-08,9.428649527798427e-11,1.1067512184492756e-10,1.9644829762910376e-08,2.667496340700189e-17,1.4790064314863967e-14,3.643903321443043e-12,1.0976640603399535e-12,4.619885830364984e-15,1.2149820038942494e-09,1.2348827516106553e-09,4.194284849989849e-11,6.219842976301843e-15,1.3853583841346665e-16,1.5521331575151127e-14,1.9731052288720057e-15,4.288850362094837e-13,3.470533582738966e-10,7.312461861074329e-14,1.410223798630969e-13,6.907971780321584e-14,5.00574110157484e-15,3.120874327196266e-13,9.320227424038097e-14,1.259477918575158e-18,1.7525861104326447e-17,8.408966578610233e-11,1.4740323575585879e-15,1.0020223539797257e-09
24,7.409891589205131e-10,2.7125227411439745e-11,4.863547139620419e-15,1.1050612465021703e-12,6.104497875074333e-13,2.1787752157997886e-11,2.7197546074813044e-15,1.1847646768406135e-15,2.032269907914497e-09,3.0876784961296477e-13,3.5675742958776735e-13,7.967058312205022e-19,4.551605657453868e-15,4.7124323987190827e-17,4.961001562454697e-16,1.027095509337217e-12,6.454636380937018e-09,1.7414166244468922e-15,3.138677608200605e-17,8.226631317354363e-14,1.192652096873581e-12,1.4131770637048659e-15,1.3674609967193683e-19,5.125593298996008e-16,1.6213260095849485e-18,7.331662022757863e-16,4.277499795340978e-12,1.7941962003023733e-14,8.414465700627264e-21,9.08705548492784e-17,4.306289667371418e-20,5.692970983517398e-09,3.6929784230643747e-10,4.1865569171128936e-12,8.082881355875836e-15,1.145967814999288e-15,1.8822741976176616e-11,1.3221860401240598e-13,4.8696715063134555e-12,4.5351153388217824e-11,1.0749003107686419e-14,3.398672662746627e-11,6.327944353408388e-13,6.78423863311518e-19,5.443051218079198e-11,2.564221335266126e-10,2.6492405969300416e-16,4.4886376516714566e-14,6.4897890116210566e-18,1.9924050863334318e-15,1.2723441820527287e-13,1.824161655061829e-10,1.075944325032811e-18,2.351719562831642e-18,2.2212019414524428e-14,5.495947121882117e-13,1.542026259803312e-16,1.0845506418400049e-14,1.0927286636305822e-12,3.888091237858049e-10,3.130324436619557e-14,7.240166582586638e-16,2.3361716278839113e-17,7.111436209328824e-15,6.158260967142892e-12,7.734073527009694e-14,1.641672539207288e-16,3.362159351758802e-19,2.5653939042524776e-11,4.6085518214111776e-12,1.1860878696900391e-18,1.2454217914544577e-16,4.922787980206345e-13,3.0391383432204263e-19,6.464480101393832e-13,6.520975166096621e-13,1.635835598110067e-14,4.152976519535695e-13,9.82075809563554e-11,1.913176642002139e-16,1.2397769256659386e-15,2.9412048070356e-15,4.979856587858378e-13,1.7169874896860726e-11,1.0,2.2199937336564793e-15,8.724458299478438e-22,1.747777047787384e-17,2.5116210364072673e-16,1.4820419197425494e-12,2.1089729558532687e-14,4.250644263382574e-16,5.587193432722896e-17,1.1823795776449332e-17,5.705186323368139e-10,3.009904473013844e-14,2.1448362891087539e-19,2.3610591089119788e-14,7.954766987328912e-17
28,1.35572108206361e-07,2.681570698825908e-08,4.058395736443107e-15,1.1877338522425784e-11,1.6885869438820755e-11,3.9738140438851674e-16,1.0829865476624789e-10,2.5872455466924293e-07,0.9999966621398926,3.750309958416853e-12,1.8089427733514185e-09,7.539487367758113e-10,1.6800402136141201e-07,7.846913396836186e-11,1.0688337992448282e-09,7.966778549795689e-14,2.746034233336303e-10,6.00119676175126e-10,2.1955819053034314e-13,2.6510156292403053e-09,6.426036092133103e-11,1.699479378027454e-18,5.500440234513073e-20,6.368664954524917e-18,9.776961173488507e-17,7.638247318552231e-17,5.059035221993691e-12,9.379046312051149e-19,2.0822446953796027e-19,1.497160719569181e-19,3.2635623592336556e-16,4.148572134557221e-15,4.850062018668666e-11,4.367171121261171e-12,1.1310220168726836e-19,3.560705116173457e-12,7.615234492166516e-17,4.127776543965886e-14,3.1933626012145466e-18,1.9292349308442025e-16,5.783762780605425e-16,1.2758874512464047e-10,5.564821704399133e-16,5.582615484340782e-17,1.127669513323326e-09,4.244958985016867e-12,1.6846170302237421e-15,2.3895549167846086e-12,1.085789097521328e-10,7.906333920892905e-10,2.5643090268253265e-15,9.686676725734059e-17,1.0769658683731573e-13,1.0969343651728164e-13,6.280945709655282e-16,8.2046570592411e-16,3.1641078798526736e-15,3.278639566870606e-14,2.7445862423036704e-12,4.529091521715848e-15,2.0459961578688651e-13,8.040000649583596e-19,2.720208532437738e-14,1.991612983472807e-14,3.4284725666106075e-12,1.2734185450904989e-12,6.263069476350174e-17,1.8247643603998887e-18,2.5024618573903697e-15,3.846975296368897e-14,2.4389756196454718e-17,2.777168618228569e-14,1.0690923951082433e-17,3.615679533119226e-13,9.644459710023146e-13,6.930706822252247e-14,2.986188715161026e-16,2.7255307369068683e-15,6.169087593196898e-13,4.189761652716303e-16,4.310253542971765e-12,1.4831101367092543e-14,9.043902237347579e-13,4.856787172956289e-13,2.6349145088033765e-09,4.168656739245158e-11,2.0434572274314472e-13,2.1715394256670338e-16,1.5074556688523117e-16,1.4069620135614969e-08,1.854373656040055e-14,4.327209979226865e-10,2.984776922149157e-12,1.7560310150432912e-10,2.8188112537463894e-06,1.0235264857882953e-09,1.8936429920735375e-19,6.174712976168839e-14,8.146824187482693e-11
