id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,5.8097655274158295e-15,2.174721940208105e-15,7.808452504355602e-21,1.7699511130319704e-17,1.6224802263428012e-13,2.948224997467719e-11,2.0305625537009693e-22,1.516791680059019e-18,2.8699789049968394e-17,7.653285644115826e-11,3.2171224018107125e-11,1.5353370435430638e-20,1.8919968147666168e-17,6.005029491647522e-17,2.1750395267413486e-13,1.1998599686309877e-15,4.706160461331876e-10,3.807724304418714e-23,3.62441417075263e-15,4.1559079088918505e-20,6.39101673059056e-13,6.055289462122276e-14,1.46417302110749e-14,4.111225369960538e-18,1.4644716791344275e-18,7.831918622615069e-16,5.649769888038669e-11,2.0146282927238488e-16,5.502539437961974e-18,4.2651126449128616e-17,1.4543288039449351e-25,1.3151590039228722e-08,6.5141260441325954e-12,5.81111292419223e-09,1.3641787181993637e-18,4.072901738094714e-11,3.15061217007852e-17,7.125800499265084e-22,6.590293089893395e-13,7.772326347529932e-18,1.2178538153352745e-22,1.775905370839364e-14,1.664169337239668e-16,3.828422752394265e-22,5.585074069891505e-12,2.1331360519887386e-18,2.1763781887784717e-07,9.948903710319995e-22,2.419566364239313e-19,1.5846077230864848e-14,6.868434526981063e-16,0.9999958276748657,1.1372417526883575e-20,1.5577971855182393e-12,2.955661106487928e-12,8.937708906309183e-10,5.3094777463513765e-09,9.064702363514969e-21,4.665966700078941e-21,1.1109003333456048e-15,5.966648311225061e-16,3.354045150340615e-14,3.2401146343690845e-16,1.7259603907418693e-15,6.165684567349672e-07,2.9163314558405817e-13,1.3432791120746024e-12,4.637623016106771e-23,8.694541740659177e-17,6.468883262409698e-16,1.1275117611720049e-16,2.947959516768413e-19,1.5927559271489145e-10,2.1118376936973142e-22,5.112999019729614e-07,1.4354565109897521e-06,2.1095599682740152e-21,1.6936981331316936e-11,5.178665674065996e-07,1.0597317918219248e-18,2.6559238749251923e-12,5.0775108652503795e-21,1.1081204108979985e-21,8.419369237344654e-07,4.81448614308988e-09,8.460770497855642e-23,2.3257323425470705e-24,1.0614809788736256e-23,3.17341246613978e-08,5.632973753741283e-22,1.6290695161327565e-17,3.1469415289787916e-14,8.152228896179611e-18,2.4512320341910088e-15,1.0504985950294548e-18,2.696865843298221e-18,4.170385119565435e-23,2.994215764218211e-09,2.592106313850524e-18
7,1.69688767889326e-15,3.532653609268914e-15,1.7776485145004628e-11,2.2828616774717148e-09,4.445054868389687e-17,1.4875077623648092e-13,7.554209341398277e-11,9.793405524066061e-17,8.096007746050097e-17,2.1568334513950415e-15,1.5770551222553515e-19,6.502936737264857e-19,2.0429058259234436e-15,2.629744280764412e-16,1.0869545663429379e-16,3.6554020240949815e-15,9.061976195935844e-18,3.7551182324215004e-13,4.8352114787848186e-18,1.561177853659501e-08,9.530221634006187e-18,1.2788218887514708e-16,2.053669844516535e-18,1.0944061401730606e-16,1.187880593416207e-16,2.6709925022772055e-17,1.6282511634563984e-13,4.9586688921632316e-12,9.769962563761818e-19,8.275822475145134e-20,2.2268779939352886e-15,1.2211044655085438e-14,6.524023264979292e-14,4.152564548253488e-18,3.724140950050331e-13,1.211113521189189e-19,5.878861202290864e-07,7.049063244191859e-15,1.3760734218770665e-10,8.002104187609937e-12,7.21814136239729e-11,3.812309357087429e-10,3.346123378378252e-11,3.768997700742682e-12,6.129030032927868e-15,1.9573418441609647e-08,1.5847691760034737e-18,3.4832545736662723e-08,4.466682896491804e-14,1.1884277568477985e-18,0.9999986886978149,1.0976009631616466e-15,2.468694634838193e-14,5.591836761460625e-16,4.064275415646473e-15,4.2145471140786483e-11,4.113749180727498e-17,5.5578644984899395e-12,2.183764102881014e-08,5.0979200028056226e-11,1.7339936778104637e-11,2.889479088397269e-14,4.893177814570697e-18,1.0186644930354483e-11,4.763878938275849e-19,7.904788337671765e-16,1.693899002548212e-16,5.70600492311342e-14,1.1986306044931005e-11,3.2170643748941075e-07,6.258388737852253e-21,6.892305437447017e-18,5.053656484851595e-15,1.1146086700584637e-16,8.8646135125695e-21,1.4496154681836802e-15,3.727902608829936e-08,6.711964290568792e-14,5.341694167851037e-16,2.765563819617789e-12,6.2831421719666304e-15,1.6936512955978422e-11,6.849668920949625e-08,3.3096386742315076e-11,6.533018126475554e-09,2.722444839009519e-11,2.5945623755474663e-14,1.2690647110957798e-07,5.532482238763051e-19,1.4499240295808707e-13,8.78077450160164e-14,2.5474550299386565e-16,2.595347931273543e-19,9.88454073838963e-23,5.452658879967487e-10,6.337333544222112e-13,1.0352495249943416e-10,2.6178522690572064e-17,1.7790746631961285e-13
9,6.930466756038811e-10,0.999607264995575,3.7169006479424727e-13,3.4048217791494593e-16,0.00039090286009013653,1.0294953084466485e-10,2.173025214630142e-13,1.9020101049704863e-09,5.064124479758902e-07,8.257342898332354e-08,1.6790724626652986e-12,3.072167942264059e-07,5.402944801627396e-13,8.588156769941124e-13,1.720621006784384e-10,2.3773875663241073e-13,3.5798993280877767e-07,6.481582933267e-16,3.0837883787347697e-13,1.2098423374240497e-09,6.832327065220412e-11,1.9449236803872026e-14,5.266002385513913e-20,7.98797809039957e-16,4.275558943432671e-16,6.661214819753819e-14,1.1106187969289749e-08,3.791024582021873e-18,8.642760896057847e-17,1.311739044919651e-17,7.120635940048071e-16,7.008900515253306e-17,6.540323404385928e-12,2.3282419828879464e-12,1.3151590936018506e-20,1.5353815996377307e-09,6.542012646004286e-18,3.0142633045604147e-15,1.5369934282587433e-16,4.4998184865752133e-13,1.728431927002839e-15,4.795479876910924e-13,3.8936386696584036e-16,4.4333936069861595e-17,9.484417374736043e-13,4.440909039159571e-17,1.1163682486574865e-15,7.246422971222966e-13,8.931169137582629e-10,4.238940448653139e-11,1.909488395851998e-15,3.94668040221106e-16,7.56696301094478e-16,1.6051942490057786e-13,6.969667898371057e-13,2.7759678431467177e-16,2.1570054770103653e-11,3.993174199504526e-15,1.1517259185049431e-16,5.39953698902785e-16,2.645911037469327e-14,8.637515082049159e-18,6.054675786751991e-15,2.8070112830262325e-14,3.542674209544572e-10,9.908290550877941e-14,1.4166748862605525e-15,3.434744243715177e-18,1.8279919678648726e-15,6.624669667947827e-15,6.151897593163129e-16,4.7199936897856544e-15,5.452147925917488e-17,7.323728429264875e-11,1.9370680059971335e-10,4.046489705811229e-12,6.9044569324036575e-15,3.237798213134163e-13,4.646604975788726e-11,4.1732327311929214e-17,1.0548985296399138e-10,2.187116990224306e-17,1.0420592128651692e-15,9.843172690772103e-14,1.331493665324146e-10,9.788692079126804e-10,2.412391391334222e-16,5.732758374049152e-15,8.26349419121887e-14,1.1243282346806716e-11,7.580249384466953e-17,2.8334906036070473e-12,5.588558587253656e-13,1.0406460442717938e-13,8.225851640467075e-13,9.038028658814312e-11,3.1249853702390757e-18,5.221162925291879e-14,4.287165893401834e-07
12,1.646436242550009e-12,0.008658752776682377,1.2629781118503325e-12,1.357589713389673e-13,2.4448134489096773e-11,2.6514680818230836e-14,2.6999034162145108e-05,1.4966784078751516e-07,2.015488917095354e-06,5.12454412238128e-10,2.698320862267508e-16,2.359994084599748e-07,2.1038540864992683e-07,2.9762763006146997e-05,2.3933129256192842e-08,2.1777411471357588e-11,2.298140654556982e-14,3.3136933780042455e-05,1.0533577853485943e-15,0.949942946434021,1.5794772174199112e-12,1.9107835754027987e-17,6.699809341967658e-18,3.1171169800982875e-17,1.8261669506767185e-14,7.123236893678958e-18,2.1034025632360454e-09,7.271358306171482e-17,5.199851200964399e-19,9.778072242487288e-18,1.0734545441122914e-13,1.6854880315564258e-18,5.474391426285585e-11,2.5882310075546477e-13,3.7864829080945596e-20,5.074333829643493e-15,2.1571792963026581e-10,4.687195076513717e-11,2.887676263472333e-14,3.643168909572939e-16,2.0416973667281013e-11,2.6234138204017654e-06,6.726346338265931e-16,7.906406107073549e-14,4.388244108366468e-12,4.004900300280667e-10,3.5933407406128266e-17,0.040045347064733505,2.4965236661955714e-05,3.557529908138589e-14,2.0421124791170087e-09,2.0928452010451075e-17,5.721166596028837e-12,2.1511935841597024e-13,2.8084867614807903e-16,1.2425853057542076e-14,8.182087866361509e-16,8.82642792188193e-10,6.089183823831945e-09,6.249384690293347e-12,1.1266037582002841e-11,9.266484608270698e-19,5.084320551379529e-12,1.3807868737281126e-10,3.240426818949707e-15,2.5421429284550046e-13,4.7590228504127644e-17,8.460591168629739e-13,1.5630287117222343e-14,3.859186292743105e-15,1.3061672886623918e-16,1.6874720606515812e-15,4.4868678557375075e-17,1.6227798618762e-11,1.74431559470887e-15,6.245034689065251e-16,2.717280610589623e-12,1.8861126202529555e-11,3.8961032750722824e-13,3.6702432204549496e-09,5.659458679474483e-07,6.56733294048667e-13,2.5438120587750745e-07,4.51381282611657e-13,2.5616012089280105e-10,1.3145020602678414e-05,2.3199579410326798e-11,1.0137289230272017e-08,5.330546684869579e-16,5.083707232955703e-09,6.605081528116759e-17,1.0249796567052272e-09,1.306493162354233e-13,6.729785821427375e-16,2.6833593437913805e-05,0.0011629468062892556,2.4563826721366727e-14,7.36676253869649e-16,2.90889511234127e-05
13,2.916812841605165e-14,1.1552771239653481e-10,5.829191455965553e-21,7.042759199413967e-20,1.5192479435946482e-12,2.2217434324102658e-17,1.8739134864057677e-13,7.088128234312638e-14,6.565740306996304e-08,1.1446235452516884e-11,3.3695974375818564e-15,4.883119686382997e-07,5.713680396868259e-12,3.139560555975862e-10,0.9999991655349731,8.443219786019435e-17,1.6777192968220334e-09,3.6422086389085485e-15,2.3907143625878646e-12,5.724075015790375e-16,4.010151152117336e-12,1.602421714338541e-20,1.033912403656363e-17,1.385194973570681e-19,2.61598793630541e-16,1.2770656654038077e-19,7.85150278126423e-10,2.2030380417894347e-20,3.614807064955434e-20,4.722654017536182e-23,4.49682724796067e-21,3.8701834078859824e-21,3.452170302583467e-19,5.601553817552408e-16,9.94190354797368e-25,1.5261718755085751e-12,2.3042184680016004e-17,8.453878918110855e-19,2.994910309016438e-17,2.632386936431231e-22,1.811377641597606e-17,3.0275128056796033e-15,6.616839055249012e-21,6.660439763431258e-16,5.931063398319724e-16,1.879791852716337e-20,1.5482069864275327e-17,1.9561442309717902e-12,1.788206804853587e-09,3.571343887287526e-09,2.642179795628998e-19,1.7437797801952827e-17,6.465374031379003e-17,9.701428333906085e-15,1.6181541079779315e-19,5.534339776226115e-20,1.6743840675396103e-14,3.662017245533919e-16,6.080283736799636e-18,5.5089034347227117e-17,1.1597223065737178e-16,9.251632257254882e-21,1.8224560993347974e-14,1.9980251922901114e-14,5.479754714901976e-15,7.25585410839864e-19,2.1029578149058133e-18,5.291452148022756e-19,1.1411299862434969e-21,8.662515065099925e-19,1.9747482941186668e-17,6.167147277883964e-14,3.1972453870098705e-19,3.884127601391481e-15,2.1988363820696355e-12,1.028442247677638e-14,2.451984606421032e-18,2.3048642161516142e-10,9.430243912145198e-12,4.799073215136908e-16,9.662207145488821e-11,4.376951894316187e-21,1.0346715820816303e-14,5.0587535056116975e-14,1.0381110440672511e-14,5.21491186449279e-16,2.4657933114128084e-17,3.512277640288574e-19,8.467807855459027e-15,8.22451048237971e-13,3.836480160009708e-20,2.9674968038406746e-10,4.953568530705185e-15,6.00720645102526e-12,3.02693281680963e-13,2.423117564376298e-07,3.035903033049578e-19,1.5647988411754063e-14,3.371592284875935e-14
16,3.539257775742044e-08,2.773187929294707e-12,6.087425674650149e-09,0.99716717004776,1.0053270065382702e-12,1.3211132220743854e-14,6.47449951429735e-08,5.562861282726317e-09,2.176771783657383e-11,5.3382611644916395e-14,2.3128443604747417e-10,1.4025606847808958e-12,1.0345950158807682e-06,8.588302811973758e-12,1.9675578440819796e-12,1.386378398150409e-13,1.6231082504512134e-13,4.832667400478385e-06,8.382233573911435e-09,7.41059125175525e-07,2.5624031976118067e-12,1.2220899205800384e-12,1.3887648965386391e-14,2.2957222060859817e-13,1.1472456318273316e-09,3.242650245538492e-11,3.1162400437878546e-10,1.1544761813198079e-09,3.0757444117665567e-13,1.9178117651081922e-16,6.247223183208916e-08,8.1742564106424e-11,1.9765174386066064e-08,3.4262447479865843e-13,1.852504434574076e-11,2.942120288715322e-13,2.1131294047904703e-08,1.77289655178825e-10,7.065837498432259e-12,1.6349416612215784e-11,8.362260928151954e-08,2.3991077569007757e-07,1.6902398369822436e-09,4.9030979425879195e-05,3.399738801590502e-08,1.5525971548413509e-06,3.981607524152636e-13,2.9651353372628364e-08,3.8012609726578717e-10,7.602742879697644e-10,7.86007603892358e-06,1.3911568837003674e-13,1.6362779433620744e-06,5.482684098390145e-11,1.1921843720563707e-13,8.727447237122377e-11,4.600253893636587e-14,3.423483718734133e-08,0.00029868955607526004,2.4250781938128796e-11,1.0954489880532492e-05,3.368213639855927e-13,2.2072621064239684e-08,1.7031600088590615e-11,3.0529325270069185e-13,1.1886998940724425e-08,1.0451513786369215e-12,6.280367892408378e-11,2.2218017647901434e-07,1.8500912801755476e-07,3.1932604245565616e-15,7.05084081398244e-12,2.0822673622790562e-14,9.465977335310072e-09,5.988757141697819e-15,1.1868788070412695e-11,1.507938378608742e-07,3.0911623954965606e-11,5.28808428794901e-15,3.0195587896741927e-07,3.421840989812491e-14,2.1018171537434682e-05,3.804942494411989e-08,3.2826283358211583e-10,4.828000221834827e-10,5.116666579851881e-05,0.0023425831459462643,5.585734186297486e-08,1.7628813922423818e-14,2.2670396901958156e-06,7.006627811279031e-08,3.166124713516183e-07,1.157717047228779e-10,4.353209145154663e-13,3.717625804711133e-05,2.659289322082259e-08,6.311178424311947e-08,3.3104005647821566e-10,3.410473539133818e-07
19,2.539358723296914e-09,8.541388082927703e-14,8.932380529680373e-11,0.999998927116394,3.8895829170882724e-15,5.549147889105785e-16,2.671551348198964e-11,4.917761618934702e-13,2.846973281038154e-14,4.979995746901282e-16,2.1252782519964875e-12,4.65275144987228e-16,3.6646724765887484e-08,1.0875816221868123e-15,4.340945651795967e-16,2.9648223090665365e-16,1.3904917214323828e-15,2.4490156430578836e-11,2.0468214796676154e-12,2.325185155527265e-09,1.341086963702054e-12,3.7809036771644516e-14,4.598119594940888e-18,8.953484519546792e-14,2.1232930778186665e-12,7.010884928160266e-13,1.0815630211097674e-13,4.8880682352236624e-14,1.8730107102202546e-15,1.1454539869463823e-17,2.842398018343406e-11,1.43715790136556e-12,1.5584910029176058e-09,2.2930054326109582e-15,9.589572551023471e-15,2.808076215199168e-16,9.821229766948658e-12,9.1205081681478e-13,1.344108635156771e-12,2.7156258144978018e-11,1.4370044867581533e-12,5.492840848830838e-09,7.417122607289786e-14,4.397015807011684e-10,6.406319918994541e-12,9.99851845762123e-09,9.816870454287373e-15,4.8445323273804686e-12,1.2816134872112306e-12,1.0779295546979074e-14,3.312639762498293e-07,8.25299013563997e-15,1.5156926824744232e-09,1.1308321900410645e-12,9.82421677103891e-14,1.4728691877241573e-10,4.61267090959939e-16,2.7634380786283053e-13,5.8091917942704185e-09,1.5806647169543803e-13,2.1097565650052275e-07,4.626716304051643e-16,2.52559664805016e-13,1.4155226038149314e-15,1.4554736539260094e-14,1.3145863064778496e-08,1.7744804231940658e-16,5.426518694167043e-16,5.092175925369702e-08,1.2687007000522499e-09,4.425850133389982e-18,1.3259309760717784e-15,4.732856811531997e-17,4.007773659383401e-15,1.617673945141981e-17,4.880615361727361e-14,1.0077489953630447e-09,5.867894433970577e-15,4.716579303283995e-18,5.391235013973983e-09,5.260904430039718e-17,1.5488017979237156e-08,3.364759425944497e-12,1.3540970916162826e-13,1.3255146980029053e-10,2.2866666427034943e-07,5.5799254106148055e-09,3.6108896428466153e-10,4.2743259480116e-18,1.248997294478471e-10,1.603368132707672e-10,1.0767440411507678e-10,9.952803148695691e-15,5.333469477933198e-16,9.115904475720527e-08,1.8749713966755704e-13,1.0255371551970427e-10,5.246285177118448e-13,3.539445003752917e-08
23,3.9168937607019234e-17,1.5437006057120173e-14,5.98799232420788e-10,1.7871164617599966e-11,3.804098529236466e-12,2.222505145255127e-06,1.2058121612312789e-08,8.614040470505957e-15,1.885686212514419e-18,3.7736358634264666e-13,4.024460658430564e-17,2.7539416060096134e-12,2.2477647146838364e-17,1.2941420836712087e-14,2.976168712441702e-17,9.528681403025985e-06,2.408032364573027e-18,3.114697483424015e-15,2.4613781499094323e-11,1.011365990954971e-11,2.032559016929003e-12,2.5403598669093697e-10,4.3006756489383235e-10,5.975260286561479e-10,3.5442681678432564e-08,6.161514076730157e-10,3.17588353040875e-17,1.0067908785238683e-15,0.9999473094940186,3.3879867260111496e-05,6.762951670680195e-06,5.228208799457025e-15,6.790203399553718e-10,8.351819236196434e-11,1.856008229050854e-11,6.013504694202254e-10,1.2145295077807539e-13,8.795829620211748e-10,1.8731249190606647e-11,1.7586725131746306e-10,6.9180087184058975e-16,4.4118285431278075e-20,8.852966970618326e-11,1.8048522474733292e-13,1.3867920721011891e-14,3.4251740221082896e-15,9.600057971877532e-15,1.968923850727885e-15,5.1993244730298406e-17,1.9293532507590221e-16,3.4559907747952956e-15,5.152983074963036e-13,1.0228198149553336e-10,2.2647580696661535e-14,1.5219272240032944e-12,5.16635090264117e-08,3.8081707925963215e-12,5.487364902745373e-12,1.4343799858230906e-17,7.527558085326444e-15,2.2936354204805554e-11,1.338685828855546e-10,4.981971866296897e-12,8.6118429282276e-14,1.297072432099311e-11,5.922625129044234e-13,2.1226471969004734e-10,2.7865096896562136e-09,1.4221535060698898e-10,1.692886115733927e-07,7.003964697105403e-08,1.959748509305914e-11,2.9724566558142484e-11,3.2548854278502404e-08,1.9976557376943428e-17,4.476595926890824e-17,5.821102063915951e-13,5.293637164900666e-13,8.711420460319995e-16,1.6692633941772783e-09,6.040081212965731e-10,2.752120926985402e-11,5.631560383225365e-15,4.88914405176997e-16,9.920903887902094e-15,2.817609571020515e-16,4.2973646017553657e-13,3.4640043611311455e-10,1.0849182202577953e-13,7.418734680395e-14,2.511874511016733e-14,6.358185585324217e-16,1.6652920362125734e-12,1.6651770565721813e-13,1.216524187124081e-19,1.0892307688653368e-17,1.0644918280178217e-10,1.7360320360011966e-15,1.2610430477622003e-09
24,3.178554752736318e-09,1.0996288081488448e-11,1.0638115144649338e-13,8.886804595160946e-13,1.3109124029353492e-11,4.744836745729231e-10,9.480269217224113e-14,6.711202130322853e-15,1.0296356656169792e-08,4.137442992380169e-12,1.1331625741906048e-13,1.3218605096129111e-17,4.311179855238267e-16,1.8160432711246502e-16,6.4427346141741285e-15,3.3352286861118574e-13,1.593642373620696e-08,1.129880859385916e-15,1.5476246181890708e-16,8.752231795208787e-13,1.5635875840608326e-12,1.6096749431824707e-15,4.878811548487029e-19,9.87720249353793e-16,8.449827801060877e-18,2.372058170545255e-15,4.751252776630244e-12,9.724302797459866e-14,2.1726940842406633e-20,2.951993730382574e-16,4.860310103123632e-19,6.531319929337087e-09,2.1278667716728705e-10,2.9758525504908206e-11,1.0709303520481557e-14,8.741011556332324e-15,1.8071126192675813e-11,1.8144542942785669e-12,1.5992450419499704e-12,4.673866155213702e-11,6.78677058128796e-13,1.619953129972096e-11,5.709967546528583e-13,4.410098877447686e-17,1.7407360275445427e-11,1.5591399005199236e-10,4.451646769952796e-16,5.711772878671043e-14,2.5742333809960602e-17,2.644405944625351e-15,3.9870437138454784e-13,7.737512852656891e-10,2.772842796151523e-18,4.0181816131187354e-18,3.7634388742316047e-14,2.2721779427588296e-13,3.7640092768061976e-16,9.179391764117893e-15,7.429272474990256e-12,1.1028273405599975e-08,4.403274890974612e-13,1.5072544720575592e-15,6.512583545043119e-17,6.955148804978217e-14,1.5481976594830527e-12,1.1255958188086113e-12,2.307925229762573e-16,1.0454897062277165e-18,2.8326053308491694e-11,2.1191213714355506e-11,6.104831562248066e-18,8.80630456167583e-16,6.235263173837158e-12,3.6770209990361664e-19,7.800834631033204e-13,2.5117221670589718e-12,6.323332699467721e-14,2.336311265976887e-12,3.8576797312117606e-10,1.1471312147523418e-15,6.352369666525956e-14,4.363848522717217e-15,7.92031045783459e-13,2.4074471582924417e-11,1.0,1.4687607209564087e-14,9.064498799536098e-21,1.1451855800724987e-15,9.756990518872415e-16,8.203977861637179e-13,9.885278359766936e-14,1.2695648509593858e-15,4.260284887985757e-17,8.82812479214159e-18,1.0911391790102698e-09,4.9611773429670755e-14,8.006024722910863e-19,1.1012427813183664e-15,2.3643061250119835e-16
28,1.5646553208625846e-07,8.004867879662925e-09,1.7523103151815297e-15,3.292299375831642e-12,1.040567354504418e-10,1.0912847443530897e-15,9.80493464197707e-11,9.577799886528737e-08,0.9999991655349731,8.457872531682231e-13,3.843464713160216e-10,8.465600442875143e-10,4.5606554976984626e-08,2.0484827376043846e-11,7.033585935900533e-10,1.838045401915834e-15,6.315746259311084e-10,3.6920581175658995e-11,1.8412825246710146e-13,8.259543743394104e-11,7.276700075831144e-11,2.1517922318254713e-19,1.407265735588987e-20,1.361464325019271e-18,6.846401214789509e-17,7.116195932304907e-18,3.127192081675556e-12,9.334697023509118e-20,1.2239974893086847e-20,5.274782778469193e-20,3.888511870396249e-17,1.5093985506750763e-16,5.474783126846461e-11,4.212481492099629e-12,1.3219172157519585e-21,4.630336912503363e-12,2.000123052025466e-17,2.462056098817382e-14,1.0155593131358274e-18,1.2351532871355101e-17,1.7307922901894815e-15,2.1272429998053788e-11,2.5604029211541735e-17,7.789720632322942e-17,2.9788428668187095e-11,2.234207420849857e-13,2.734419024199322e-16,1.9179545104885953e-12,9.335542061617019e-11,1.4532493264329815e-10,1.8213074485429377e-16,1.3465534225407829e-17,3.2060654451366785e-14,5.2539539423723455e-14,4.925490235536652e-16,5.008936745126594e-16,4.1876469820239235e-16,1.8381436577377154e-15,2.1810538672426688e-13,3.2033924209133808e-15,3.435410118814326e-14,1.085291982942543e-19,3.663262913361975e-15,4.550592394290715e-16,1.0450655098248607e-12,3.5605303427832524e-12,8.123722701307385e-19,4.089931983234621e-19,1.7610595937794273e-14,3.499260478817892e-14,1.3703385047463776e-17,1.999682581658004e-15,7.322280847489711e-19,1.306690622674897e-14,8.290328601563701e-13,1.4133114031303004e-14,6.199219206343858e-16,3.722299415719705e-15,1.7699876937379844e-13,7.246713300235966e-15,4.785053429878783e-12,3.1411698041245535e-15,9.951733447727262e-13,2.1734419548401912e-13,3.5724472269293983e-09,3.150163810361484e-11,4.829076117392368e-14,2.0010474429036062e-16,5.2773474571282924e-17,1.568999041801078e-09,5.224253155593347e-15,6.018632814352998e-11,1.1329892102632244e-12,5.286309237573228e-11,5.359141255212307e-07,6.767292282106041e-11,3.968302053495117e-20,5.281720529416289e-16,1.6525199611483465e-11
