id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
4,7.91063815896374e-16,3.4641263144954363e-15,1.0248581997011615e-21,3.0631728927590094e-16,3.0948312489120777e-13,7.236068948895946e-12,5.236760601702723e-22,5.071084925586458e-18,1.9783819000262652e-16,2.2590215288664783e-12,1.9027777617419694e-11,1.3278958978893199e-20,3.166404040588892e-17,6.090753990469985e-16,7.674931653753325e-13,2.107296508244063e-14,8.289606778788539e-10,3.2397157381226354e-23,5.0205091210102186e-15,2.3535889522419204e-20,1.4049662041409894e-12,7.145309734515881e-14,5.2954979438198536e-15,4.647260430578709e-19,1.5473303869432584e-19,1.0164475835181593e-15,6.440329519685761e-11,9.006286922940202e-17,2.705754932955869e-18,3.460992504348832e-17,8.384438329723052e-26,5.950387294006987e-09,9.738365495948198e-12,1.8009038704747127e-09,3.81513986955812e-20,5.746386439603457e-12,2.3223598623238684e-17,5.721452266653127e-23,1.4137469474717786e-14,1.1272910032101267e-16,2.9083086454076845e-23,7.838851502585051e-14,2.063691882100166e-16,2.247805002014739e-22,3.3932345822051957e-10,2.2444518563305615e-17,9.031718661844934e-08,7.904826315860132e-21,9.32995934655072e-19,6.688903987986383e-15,2.5806830630803468e-14,0.9999983310699463,6.654930964795149e-21,7.43886029164198e-12,2.065113705040922e-12,3.1031108238543936e-10,1.7780700245495495e-09,1.3014373466182036e-20,2.650119267403151e-21,4.6079171357062726e-17,1.0813837762326342e-15,4.136646069478558e-16,2.9425240608509486e-15,9.210408628338687e-17,3.6334847663965775e-07,4.695898075772476e-13,1.5137096762672664e-13,3.554279072789307e-23,1.7156887059134665e-18,4.988170250116997e-15,9.500639173759453e-17,2.081167034137811e-20,2.312297055218071e-12,2.185456465291946e-22,1.0379278592154151e-07,3.029623840689055e-08,1.2341653888842297e-21,4.3175199526679364e-11,1.254262400607331e-07,2.898820529362274e-20,2.5430319742364427e-12,1.5687427810486318e-21,7.345288613694964e-22,9.28389795262774e-07,3.3574238500477804e-08,4.556878369291969e-23,5.303574728154247e-26,6.936435006946632e-24,1.0768102853830896e-08,4.513321180907363e-21,2.813431256339793e-19,4.5300628482777827e-13,1.2261900407359468e-17,4.148882233319211e-14,3.2724406541843098e-18,1.675976902078138e-18,3.4457909767987876e-24,1.317662423616639e-09,1.107943744990879e-17
7,3.2058642748117056e-15,3.575555785695697e-14,4.564228509029711e-11,3.5465153036540187e-09,7.694481041827056e-17,9.717539273257358e-13,1.520958359257918e-10,6.265673705616287e-16,2.1173377873722312e-16,2.628765904770774e-15,2.7404840075763313e-19,4.5646216752646345e-18,3.2321792591422918e-15,7.37376167781877e-16,5.330827992452296e-17,3.233438839486506e-14,6.270907839834726e-17,6.926001655874203e-13,2.172431721937407e-17,6.102809813057775e-09,1.7446668486841845e-16,2.0290526020710995e-15,9.495504863697336e-18,8.041076997676166e-17,2.3743564356289517e-16,2.9405632854571733e-16,3.2290121965150576e-11,5.2701849828640235e-11,2.6172548792188206e-18,5.288130087285166e-18,1.0925565431475683e-14,6.109177020600237e-14,1.0980646730426868e-12,1.0219850878806139e-16,2.7064179890234907e-12,2.764402451976185e-19,1.5968599882398848e-06,4.255046564659998e-13,2.4831045206119562e-11,1.0930048532920011e-10,1.6782382428193188e-10,9.799019373701867e-10,4.177778123448661e-10,7.450144667853209e-12,1.6143799147429368e-14,1.1320305759454641e-07,2.2113267469563855e-18,2.5987921503656253e-07,1.9109402103235917e-13,1.2348903264187795e-17,0.9999960660934448,3.5013309661541606e-15,1.7796460377410284e-14,7.713885851964603e-15,1.7535704333916657e-13,1.956588224771849e-10,1.406052140189918e-15,1.5012358023369643e-10,7.250228151178817e-08,4.171239048611497e-11,1.7853470438145003e-11,6.603072021858737e-15,2.2155834183885834e-17,2.0139539341768042e-11,1.3692474535184202e-17,5.608056913004953e-16,8.653617343812585e-16,3.529475702587076e-13,2.5510921500271344e-11,1.3015591093790135e-06,1.0266216776812907e-19,5.816168937678394e-17,4.002302504170496e-14,1.7030494730076206e-16,7.24194687585615e-20,1.1644574854466653e-16,9.007062828914059e-08,1.074468855902233e-12,1.02587650017711e-14,2.2091666603690774e-12,6.096671256760385e-15,1.790195769402203e-11,2.744691016687284e-07,1.879540273419522e-11,3.457965291886467e-08,1.1584840725609169e-10,1.14485908275265e-13,2.5054384877876146e-07,7.124512406183515e-18,6.403378803761239e-13,3.125022213657652e-13,1.0548453869622097e-15,6.077111085560189e-18,7.386013526372562e-22,3.188141528553956e-09,4.11217978071865e-12,4.774804995832937e-10,8.886585815021e-16,4.647547537789398e-13
9,5.5700591708451874e-12,0.9999778270721436,3.0194556165270836e-15,1.2986706500324973e-16,2.176893576688599e-05,2.350998562494766e-11,4.8832028779746336e-14,7.313253891361171e-10,7.542963231799149e-08,4.85426276952694e-08,7.226028044156341e-13,4.918101836892674e-08,1.0271799822389807e-13,1.2369004475168421e-12,4.789418514561383e-11,1.0004510241079512e-11,1.2278012206934363e-07,4.011646638125383e-17,7.272427018228944e-14,2.8098953719357667e-10,4.26072337134098e-11,7.329507552104875e-14,1.9341548088081755e-19,1.0609394052059001e-16,9.173677838674393e-18,6.369529198784613e-14,2.0862760408135728e-08,1.7802507472592956e-19,5.212869059252029e-17,2.410875202358637e-16,3.5689581031327235e-17,1.7257695767181656e-17,5.2213706448756e-12,1.638658176164598e-12,2.2637663465653248e-20,1.4704101825024907e-10,4.1134434547730986e-17,1.225479475384407e-14,4.052067976810644e-16,4.3864180544099865e-14,2.9314267116320556e-16,3.302716647802899e-14,1.0618792544353278e-15,2.092574009881282e-18,8.53709193181923e-13,3.235768428907384e-17,1.127685667623988e-15,1.185752478193372e-13,6.768322707850771e-11,5.264269489074769e-12,4.482835052466291e-16,2.1547980312227894e-15,1.38856400679333e-16,1.632190137711674e-14,2.0434965297601998e-13,3.3083119039304884e-16,5.5444850100005993e-11,2.616312826380241e-15,4.9333554658475e-17,4.415493392060732e-15,6.392479725897057e-15,2.6391532451652432e-18,1.3150862438414922e-14,5.772462450528634e-14,5.956837245690849e-10,3.694437537469196e-15,3.0055274302589075e-15,1.3398680867915833e-18,1.2875713089626892e-17,9.22256926860418e-15,2.05475856971261e-15,2.1719803063160797e-15,6.755253455173352e-16,2.5612645684902624e-11,4.5223713662778664e-10,7.295066460633048e-12,5.083963217825235e-16,1.7777654890728523e-13,3.015116628590775e-11,1.2686880990670837e-17,2.5964033006919962e-11,1.3861123427193963e-18,1.704531879926989e-17,3.909418734647074e-15,1.0238230402359605e-10,8.329038153620516e-11,1.8681101547818006e-17,1.3434630757722847e-15,1.3458701655314625e-13,2.5969964026484327e-12,7.25199500064835e-18,5.409320994603783e-13,1.9782688941843984e-13,3.9986582296182294e-14,1.0354440829057898e-12,1.810978277061448e-11,9.225893821636956e-19,9.114606449147147e-14,2.3831302087273798e-07
12,8.040415555576885e-12,0.013881968334317207,1.104141626219468e-12,2.4636460406457505e-12,1.2813362870733869e-10,1.1353897965034332e-13,4.309933865442872e-05,1.2383533487536624e-07,2.607582246128004e-06,1.1124854815136587e-08,3.925654662180044e-16,1.1427345270931255e-05,1.1838541240649647e-06,2.4814436983433552e-05,7.296195292383345e-08,6.115175588128352e-10,3.299526721723539e-13,3.8971371395746246e-05,3.0403610672916775e-14,0.9512437582015991,2.5380261781116076e-10,6.619657773998923e-16,3.7141841518707394e-16,1.8486843474915847e-15,3.161464417079235e-13,2.794485359802236e-15,1.3741109583520483e-08,5.119374488976385e-16,6.638541314766774e-18,4.673281516810474e-15,1.894036143201827e-13,5.0154733248503346e-17,1.355081047371698e-10,6.999639149546377e-12,1.6792290660539667e-18,1.9569408756230783e-14,7.648327304821123e-09,1.727322285205446e-08,4.101458213855158e-13,6.275958062024493e-15,1.2463838121312687e-11,4.365135453099356e-07,2.660989917996348e-14,1.5141477481550591e-12,5.4559558260169894e-11,9.151418511876841e-10,1.9117668615405527e-16,0.03157830238342285,8.010591045604087e-06,4.1948316023034116e-13,2.7711805072883067e-10,4.4011059021769076e-16,5.336656030280329e-12,2.490926844130048e-13,1.2389252763891218e-14,5.1063316850721505e-14,7.28604527514172e-15,2.9402698942249117e-08,5.854645479530518e-08,4.6390794851414174e-12,5.975862166218704e-11,9.960228580309734e-19,3.0861948413507534e-11,1.8243117239080675e-08,4.448712719821307e-13,6.708386558924861e-13,1.5200772803295685e-15,3.22084720005833e-11,3.866935797177534e-14,7.296510401086365e-13,1.0759284605358428e-15,2.7316704128733937e-13,1.985498803197994e-15,4.663747721345146e-10,2.964180956894699e-14,1.142710719207211e-14,6.932342720700202e-12,1.934721272078832e-10,4.437630384684921e-12,8.834591724848906e-09,1.866406762474071e-07,8.283340918562032e-13,1.3158010858660418e-07,5.310048191084493e-14,1.0006049322441868e-09,6.465597834903747e-05,4.0434704196012916e-11,2.146430055915971e-08,2.052342408230567e-15,3.695926409363892e-07,7.323605151242699e-16,4.301712319687567e-09,5.039420269969952e-12,5.3051668249127614e-15,2.331785435671918e-05,0.0030666778329759836,1.9075663086880884e-13,5.067050294974007e-13,9.772285920917057e-06
13,2.1096292030994834e-13,5.419100237991081e-11,5.3612948037703724e-21,1.08483579283472e-18,5.9779152114525225e-12,2.008860395399741e-17,6.940044242412235e-13,5.230323552735117e-13,1.4317359386950557e-07,5.689946083742292e-11,1.3090186927304254e-14,1.1021028285540524e-06,1.9878194576494757e-11,1.035573071739293e-09,0.9999978542327881,4.117659243630702e-15,6.132060192953759e-09,1.3022650449320827e-14,9.855277184611655e-12,8.723205229715144e-15,3.337625731347771e-10,1.0212177325888759e-19,5.870837635234269e-17,1.5124431398800395e-19,3.4552953607455998e-15,1.3898570927500005e-18,2.1706800801268855e-09,9.21193631202286e-20,2.902050088042925e-20,2.9160989106418287e-20,3.3114521462335357e-20,9.00822224510765e-21,8.374015870739779e-18,1.3780184201302344e-14,8.194373905656498e-24,1.6939718941802462e-12,7.349984139500362e-17,2.0074126638916508e-17,1.9720956913303317e-17,3.9972505981440863e-22,3.4227314305513144e-17,1.4157971907206076e-14,3.3269010366426706e-19,4.5670051399514244e-15,2.2936910210784658e-14,1.4026178529634912e-19,5.582749818472261e-17,5.374075316699756e-12,4.999346714384956e-09,2.294376066913628e-08,5.453648307471568e-19,7.922169983145015e-16,9.499547295350883e-17,3.653511954776478e-14,1.9034377152549603e-18,1.4816969657584142e-19,8.939783931031543e-15,2.577147240509064e-16,5.118135703291026e-17,2.251114465292431e-16,1.0939968379710795e-15,1.8644423209159365e-20,6.963045184925701e-14,2.936515234534115e-13,8.735330845168268e-14,4.611992240994015e-18,8.806511389916192e-18,3.8641783674445315e-19,8.033655657297432e-21,1.1159218192808916e-17,3.464636731255496e-17,3.2548556948633345e-13,7.895487543679637e-19,4.37582641562434e-14,1.1326297538749586e-11,1.163464669658859e-13,5.107172334170309e-18,4.580641421725318e-11,6.846110050390264e-12,3.361246698573554e-16,1.9998300238022182e-10,5.5134891702348105e-21,8.153591560433506e-16,1.142556813320695e-14,9.045404704389418e-15,5.419751324434955e-15,8.768904615983204e-17,2.777292252365234e-19,7.86073341293124e-15,6.633111161030714e-12,7.022040263774075e-20,2.305974744487571e-09,5.016173159353224e-14,3.402654547013384e-11,4.782644549491954e-13,7.758996503071103e-07,2.2922462073672683e-19,1.3411314159911258e-12,9.801503413151696e-14
16,1.268244176344524e-07,7.426895903828168e-12,1.151856210412916e-08,0.9918569326400757,2.4269478028811353e-13,1.3416996463497255e-13,9.439020232093753e-08,1.836901120100265e-08,7.058763989986616e-11,1.1077982742290285e-13,7.372663035631888e-10,9.539669401648077e-12,1.5941827768983785e-06,4.4473747601303515e-11,9.287064173246762e-12,2.7376584072619226e-12,1.8029086253437687e-12,1.3901587408327032e-05,4.1081527513142646e-08,1.5183441348654014e-07,6.745106643363252e-12,1.899397522944768e-12,5.32081262459138e-14,2.784983344199937e-13,1.3662014852755533e-09,2.1864204891031136e-10,8.430890652277867e-09,3.657332214856979e-08,9.361362596563283e-13,4.355359982036308e-15,7.753803998866715e-08,1.2903565993482857e-09,6.774646266194395e-08,3.668719841809498e-12,9.204005613216992e-12,5.482495967629175e-13,3.583474850188395e-08,1.9701565379115493e-10,6.879847819912799e-12,1.7956486297876495e-10,1.4500346878776327e-07,1.1718244650182896e-06,9.682613821837549e-09,0.00013991999730933458,9.370067743930122e-08,6.862863301648758e-06,6.201944882135157e-13,3.656416822650499e-07,1.9136294771016082e-09,6.12953865442023e-09,4.35533256677445e-05,5.149365634414538e-13,3.2668763196852524e-06,5.319930607150525e-10,5.432448653246158e-13,3.2520577897265923e-10,2.3761691941327767e-13,3.6301187833487347e-07,0.0008311247802339494,4.796041602056489e-12,3.0552695534424856e-05,5.330241456547036e-13,1.905094038079369e-08,1.2174114494278854e-10,2.263174890548836e-12,1.3805964371726986e-08,9.685167598472155e-12,6.082960246622804e-10,1.314699176191425e-07,6.40727739664726e-06,1.806500539707368e-14,1.7134647867234065e-11,6.835577568385653e-14,5.0328957001966046e-08,7.449015261226394e-15,1.3497760201208742e-11,4.0979307414090727e-07,6.89059295733152e-11,1.712259823402444e-14,1.287696562712881e-07,1.000892484127533e-13,1.3870096154278144e-05,1.734721166712916e-07,1.2223889678253386e-09,8.286920039068946e-10,8.116116805467755e-05,0.00678195571526885,3.3214135441994586e-07,6.806098111315773e-14,8.21316189103527e-06,1.2914586022816366e-07,1.5757542541905423e-06,7.001204060941291e-10,7.128978939292818e-13,0.00017359583580400795,2.547495512317255e-07,9.330479997515795e-07,8.50492654080881e-09,4.086051603735541e-07
19,2.5117798951868053e-09,3.7321258280001435e-13,2.4731766634644714e-10,0.9999985694885254,4.596719691015816e-16,4.295793237053596e-15,2.0194094660364037e-11,7.63999757555367e-13,6.339107163451027e-14,6.523294011963354e-16,1.4126712820361487e-11,1.2122945181757992e-15,1.5829796140565122e-08,7.294023478471908e-15,3.6391351798594363e-16,2.8850060768094085e-15,3.739346800816145e-15,2.949464630863652e-11,4.7298705750653536e-12,5.728599261622946e-10,1.8025716553085602e-12,1.3092151874335295e-13,1.9465579788428596e-17,7.865571665125956e-14,7.0474199392878134e-12,5.406341173352924e-12,2.670029724659989e-13,2.8373026042353977e-13,5.981937255923001e-15,2.0459929963183895e-16,1.0805580735739895e-10,2.1635257474450498e-10,4.78303174844541e-09,1.2971864894902301e-14,1.1743649333691673e-14,2.1172704217831448e-16,1.5341276859981434e-11,4.812252159258623e-12,2.8580618232319777e-13,1.3349092664594053e-10,9.866019676577076e-13,4.799875163996603e-09,2.4810063942518057e-13,8.979786358942476e-10,4.318079314252765e-12,1.0730953903248519e-08,1.5971104376077266e-14,2.2721465334218927e-11,2.3644606238215626e-12,4.339731631236403e-14,6.571246444764256e-07,1.25170827411261e-14,7.616612340832773e-10,6.216029427297265e-12,2.821802849977545e-13,6.898948079481215e-10,3.6008442084458584e-15,1.3847342326608891e-12,5.855957496692099e-09,2.3778771174863024e-14,2.62361368186248e-07,5.394278502612176e-16,3.8180664684549226e-13,1.0107792390351335e-15,9.409189600422321e-14,1.572771068936163e-08,3.301912305316186e-16,4.447637021859612e-15,1.3731356496293756e-08,5.2177528964136854e-09,2.380219326374605e-17,1.4746583149066088e-15,1.082650778703049e-16,1.880790072566075e-14,3.2387254341611384e-17,2.242551576294577e-14,2.4416011434880147e-09,2.6366826135089914e-14,1.2635850564321215e-17,2.0120298760417654e-09,1.0235209306675534e-16,4.771159467509278e-09,1.5960674622228499e-12,7.593349234981395e-13,1.1122525817031104e-10,1.5833018096600426e-07,1.247976655349703e-08,9.005496348635234e-10,1.876376501515288e-17,1.1661999144152446e-10,8.457714389953352e-11,2.530701481706643e-10,1.0621373707853446e-13,7.55382923570201e-16,1.4620167121393024e-07,6.967902817234251e-13,1.490032097706262e-09,1.1303170205367863e-11,7.715535588204148e-08
23,2.0551655690437655e-16,2.2495894036467234e-12,3.286356298204396e-09,4.0104147780439803e-10,1.0366423865149077e-11,1.542795325804036e-05,1.0776601300221955e-07,7.140233635469576e-14,4.940796120893537e-17,6.493377883998175e-13,1.4866693479777932e-16,2.3099503212997696e-11,2.788557929116469e-16,2.5147527289715033e-13,4.507200286066306e-17,1.1239489140280057e-05,2.5258894718398885e-18,5.387733902545216e-15,1.5722775512094778e-11,2.3376609675773707e-11,1.6153849091704586e-11,1.6924167622889286e-09,3.001824788739782e-09,2.133205390109083e-09,1.595139451637806e-07,3.025678596557668e-10,1.5226627425219438e-15,3.548831218583466e-14,0.9999246597290039,3.741429827641696e-05,1.046993384079542e-05,9.260932407224864e-14,9.332838946107813e-10,2.4744659099518174e-10,2.8495258236338472e-11,5.124108359844115e-10,1.0851984458618014e-12,1.8471508766992883e-08,3.343694071622494e-11,5.588146057000642e-10,5.132451470660042e-14,4.1926166335133053e-20,6.190659096461104e-10,1.4079773588346334e-12,5.753469261345762e-14,1.2303332452227173e-13,6.902830205628456e-15,3.553667437899109e-14,2.745199900733297e-16,8.306569945872369e-16,4.803077457515934e-15,1.7768684744054464e-12,1.797064719255559e-10,8.347396531589377e-14,6.926381777155877e-12,1.98195763800868e-07,2.3723370490280615e-11,4.033795519831074e-11,7.540743238411421e-17,3.441103196659412e-13,3.9098324577935273e-10,6.885972347880909e-11,9.23038208366922e-12,9.306197305825048e-13,2.610139326897354e-10,1.7550632822049828e-11,4.86326756643507e-10,1.1574831093597027e-09,1.7256311657387613e-10,2.139179677840275e-08,3.0501004744110105e-07,1.5170485700988223e-10,3.210783583451615e-10,6.8182544055162e-09,2.0393355820507667e-16,2.1365635294507725e-14,3.4774934667969326e-12,5.006501723608947e-12,1.8035510015784392e-14,2.063303305988029e-09,1.090969536932107e-09,1.2651937830732152e-10,2.447031174289101e-15,3.699230843978149e-16,1.646832491338998e-13,1.9721179590324216e-16,4.269910705394231e-14,5.613412845661969e-09,1.984028311649913e-13,3.2321798774763433e-13,1.3226469615726377e-12,2.568011619596012e-14,2.310320511289543e-11,3.3658877551454025e-13,8.474854150493668e-18,3.16793465559436e-17,1.1359915091935235e-10,7.924646283966313e-15,9.612291407279372e-09
24,8.63720428512238e-10,3.482371890850544e-10,2.0530499772030558e-14,8.56278698120605e-13,2.8082685482599956e-11,2.9030894355130954e-10,4.694864424526282e-14,4.89149329764918e-15,2.3907258395183817e-08,1.1110089410959478e-11,1.602104814915281e-13,5.276465682595311e-17,4.620655783314038e-15,2.9738985317941623e-16,4.367428930985261e-15,7.151505516250767e-12,2.2537832933267055e-08,5.519470501611954e-16,3.6812509814859e-16,4.136511879554439e-12,3.6326722879787e-11,4.1963515690459415e-15,3.857809076727873e-19,1.974774519052807e-15,1.1143078244696782e-17,3.507400592495948e-15,4.5694205363933094e-11,1.2917465897930788e-14,4.530806195781343e-20,9.31331148472706e-16,3.521040326408866e-19,9.740922735090862e-09,2.5960871230523708e-09,1.4368842227163725e-10,2.2694872240172637e-14,9.464419197901912e-15,2.918678146390796e-11,9.28360686935914e-12,3.0696059843265955e-12,1.4537522574631367e-10,1.373773328167821e-13,2.701123352766288e-11,1.6561019049177172e-12,2.0548959743385222e-17,1.038743396852837e-11,1.626483392414002e-10,7.251139894418317e-16,4.1466582636129e-14,3.182175066147828e-17,2.854663662572865e-15,2.1339204275133694e-12,4.5954076655085885e-10,1.2172202596095443e-18,1.770795995309632e-17,1.4113199270273519e-13,1.3008045161855275e-12,1.888552706011187e-15,3.5096776288164044e-14,1.4312998486074036e-12,1.168542862473032e-08,3.035845229718004e-13,8.379347546096051e-16,5.582634013186503e-17,1.8340347009105848e-14,6.855808021982712e-12,1.8029594744256583e-12,4.3826974939529075e-16,2.735691633299929e-18,1.572756546308271e-14,2.388561744226525e-11,5.69739043392721e-17,3.5193536038102455e-16,5.4933093664166766e-12,1.3598044837226067e-18,2.0063809554743406e-12,3.241084972020053e-13,1.2907177496940259e-13,5.031482175343882e-12,1.5184085100372613e-09,1.044957124335963e-15,1.8564395693984083e-14,1.1249614826106761e-14,2.1153512155900472e-13,1.244757682344888e-11,1.0,2.7654328073377712e-14,8.650593453768476e-21,5.375593485191339e-16,1.9821858455830454e-15,1.1311224309626389e-12,2.123147544005801e-14,5.947564658923422e-15,3.3957804965309077e-16,1.451226842486713e-16,1.857413944872377e-10,5.894210900608821e-13,3.0223181941508316e-18,2.6878134185568184e-14,5.176386688469296e-16
28,1.7274145136525476e-07,2.4390168107402133e-08,1.887129478901563e-15,9.623708947803511e-12,1.3511844421110197e-10,1.144170241678625e-14,7.278021241230448e-11,2.9026739412074676e-07,0.9999974966049194,1.0140882057696476e-11,1.3001086873742906e-09,2.578433910827016e-09,1.1940463195969642e-07,2.790433509258783e-11,1.5953467435991797e-09,4.65730644154394e-13,6.84509615656026e-10,1.7823120757043398e-10,1.96559587183065e-12,1.4286665184215508e-09,2.4010129995311047e-10,3.708157628256311e-18,1.7652861452494164e-19,2.417846035360356e-18,8.971959324565945e-16,2.354937543568657e-17,3.491080341477826e-11,6.265028219361184e-19,2.5338118975541917e-19,1.1036985093306496e-18,1.110698289517905e-16,6.01506386745717e-15,2.0860919935916655e-10,1.9114659507990517e-11,1.8673671798631357e-20,4.728783337126785e-12,1.3416142940160042e-16,2.6253652030128194e-13,2.6077327068793552e-17,6.564271745415843e-17,1.9678963997628654e-15,4.355779972819995e-11,1.7281109015158296e-15,1.8104230222311607e-15,2.875429339077584e-10,5.327227374507526e-13,2.724181625180129e-15,3.1383068886670085e-12,1.2249640191086542e-10,6.774839578227443e-10,1.2570512097131244e-15,1.2101493013577593e-15,6.429341922135207e-14,4.506909981934898e-13,2.2880217025075507e-15,5.132920557506231e-15,1.6426035607652184e-14,2.2724528557721904e-14,1.1335623195316002e-12,3.4036867020605793e-14,1.518801496245073e-13,7.630179184973027e-19,8.832562265403358e-15,5.982013658294844e-14,9.702870451544499e-12,7.051418910580809e-12,2.0225388194450404e-17,9.623880813223729e-18,4.710268481001754e-15,1.1783228472811436e-12,1.639334198877274e-16,3.526551880378426e-14,1.949379822784523e-17,8.317271025549966e-13,9.582989783651907e-12,5.453081020588557e-13,6.0766418921731364e-15,3.312231877119175e-14,6.049794996562663e-13,1.1048087053230123e-14,1.002598785243558e-11,3.0717726065142455e-15,3.870443733306611e-13,7.53463751893696e-13,7.598906393013749e-09,1.0617631079901102e-10,2.076006874003264e-13,9.224821952727403e-16,5.202801940325014e-16,8.429658748809743e-09,6.544925751128571e-15,2.6225360771903183e-10,2.541542497291882e-11,2.0972307224198516e-10,2.014935944316676e-06,7.511145594385482e-10,3.0253427800606317e-19,6.807000031998009e-14,1.3798374769169452e-11
